earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
earn : [['earn', 1.0], ['crude', 6.656849353952454e-24], ['ship', 1.4922529647385365e-24], ['sugar', 5.288822867388886e-25], ['money-supply', 1.4506723971424172e-26], ['interest', 3.7512713747842547e-29], ['acq', 8.425931040489728e-30], ['grain', 2.6100306961747845e-33], ['trade', 9.933043262672183e-37], ['money-fx', 8.153622256725116e-38]]
earn : [['earn', 1.0], ['ship', 2.4128146834997854e-18], ['sugar', 3.6090357746071685e-20], ['money-supply', 3.4382952556479025e-20], ['crude', 2.0685871147774196e-20], ['interest', 4.380674774364551e-21], ['acq', 3.9668758379107974e-21], ['grain', 1.2281948977281814e-24], ['money-fx', 8.624612635814832e-28], ['trade', 1.9907144650460893e-28]]
earn : [['earn', 1.0], ['money-supply', 1.0813219525553677e-25], ['ship', 1.3744886695740109e-27], ['sugar', 2.3612718834580783e-28], ['acq', 1.1613609301634574e-30], ['interest', 5.348470373377768e-31], ['crude', 1.853895086872235e-31], ['grain', 6.225784983492389e-35], ['money-fx', 2.086470638791957e-39], ['trade', 5.40733614386921e-43]]
earn : [['earn', 1.0], ['money-supply', 4.626639148172559e-27], ['sugar', 2.2014767706670195e-29], ['acq', 2.5731302125073938e-30], ['ship', 5.6053798273145775e-31], ['interest', 2.6442468191936646e-32], ['grain', 7.483213237656969e-34], ['crude', 1.8164351259244335e-34], ['money-fx', 6.714354265993967e-43], ['trade', 2.9110263517963656e-44]]
earn : [['earn', 1.0], ['money-supply', 6.214584091573872e-26], ['sugar', 4.1971681886102567e-26], ['interest', 4.0139641620799855e-27], ['ship', 1.4636601738709537e-27], ['acq', 6.71063035648972e-29], ['crude', 5.12510236292738e-32], ['grain', 6.573264778316234e-37], ['trade', 2.274026784809216e-37], ['money-fx', 2.0482413025310675e-37]]
earn : [['earn', 1.0], ['money-supply', 9.54769603146802e-17], ['sugar', 1.0339495956637835e-17], ['ship', 4.737911375381486e-19], ['acq', 4.904652307336656e-22], ['grain', 8.399765121649453e-24], ['crude', 4.788398336243922e-24], ['interest', 3.333803973000695e-24], ['money-fx', 2.2647977523043916e-30], ['trade', 4.091550764937435e-32]]
earn : [['earn', 0.9999999999999936], ['money-supply', 6.450111067434096e-15], ['interest', 7.020916795868325e-18], ['ship', 2.10463205840035e-19], ['sugar', 2.292475381063654e-20], ['acq', 6.162239054117364e-25], ['crude', 1.1775878800310956e-25], ['grain', 1.871234606583814e-28], ['money-fx', 8.647313888247068e-31], ['trade', 5.349602415123115e-32]]
earn : [['earn', 0.9999999905431091], ['acq', 8.268947567829446e-09], ['money-supply', 1.1862809954982824e-09], ['ship', 1.4310651367475555e-12], ['sugar', 1.1975194208934736e-13], ['interest', 1.1010686507996282e-13], ['crude', 1.2406432697016001e-15], ['grain', 8.957961272290091e-23], ['trade', 3.5997583600321595e-24], ['money-fx', 3.1729835871234465e-24]]
earn : [['earn', 1.0], ['money-supply', 6.00793648717477e-23], ['sugar', 4.8510769278054825e-28], ['ship', 1.1855656763279668e-32], ['interest', 2.6705647667824246e-33], ['acq', 1.303205559927874e-36], ['crude', 2.0519086936944095e-39], ['grain', 6.917235061812272e-40], ['money-fx', 5.947231493018381e-48], ['trade', 2.2719785701114177e-48]]
earn : [['earn', 1.0], ['money-supply', 3.3689726778411193e-21], ['ship', 4.1071608918012014e-24], ['sugar', 1.4882936056085815e-24], ['interest', 3.6666647728258055e-28], ['acq', 2.1195684709764983e-28], ['crude', 1.2923944724718385e-28], ['grain', 7.930340106189146e-30], ['money-fx', 4.798950761399386e-36], ['trade', 1.917856769236963e-38]]
earn : [['earn', 1.0], ['money-supply', 3.299655824930447e-27], ['sugar', 2.1978538533967136e-31], ['ship', 8.126733597109973e-33], ['interest', 2.0248302699035378e-35], ['acq', 2.7003874088886725e-36], ['crude', 9.941934534620056e-39], ['grain', 1.3423822448681245e-40], ['money-fx', 5.543237622537013e-47], ['trade', 6.621528208109319e-48]]
earn : [['earn', 1.0], ['money-supply', 4.67871476768291e-20], ['ship', 3.8942247134222673e-20], ['sugar', 7.201892278652862e-21], ['interest', 1.4122721407957983e-22], ['acq', 4.480139966975536e-23], ['crude', 4.9964563510119336e-26], ['grain', 1.0519965795408505e-27], ['money-fx', 7.817446297434308e-32], ['trade', 4.381649336440321e-33]]
earn : [['earn', 1.0], ['money-supply', 8.069800364377243e-28], ['sugar', 5.071460534226514e-37], ['ship', 8.615377931331937e-39], ['interest', 4.551926096084601e-43], ['crude', 1.755215233150661e-50], ['grain', 8.189792446750195e-56], ['acq', 2.2642815187400847e-56], ['money-fx', 3.757693994475987e-64], ['trade', 2.3090011782292106e-66]]
earn : [['earn', 1.0], ['money-supply', 1.1046337573682196e-23], ['ship', 5.266158494913287e-30], ['interest', 4.471758681549573e-30], ['sugar', 3.157711418783525e-32], ['crude', 1.758363343767137e-34], ['acq', 3.8671600435037544e-36], ['grain', 5.544054180796098e-38], ['money-fx', 1.869686131530674e-40], ['trade', 5.658836709175219e-43]]
earn : [['earn', 1.0], ['money-supply', 4.357290968776849e-19], ['ship', 2.236963006658205e-32], ['interest', 9.328752659848032e-33], ['sugar', 7.929514160206417e-34], ['acq', 1.2444118399312734e-34], ['crude', 2.6774613256850022e-37], ['grain', 1.4415244099998952e-39], ['money-fx', 1.7317498543006113e-48], ['trade', 5.459586505420785e-51]]
earn : [['earn', 0.9999999999999998], ['money-supply', 2.0515260999170568e-16], ['interest', 5.118879960982324e-23], ['acq', 3.517175082319909e-24], ['sugar', 2.507281430548934e-24], ['ship', 1.2273828135334284e-26], ['crude', 7.59581349831129e-27], ['grain', 1.4529941325994306e-29], ['money-fx', 3.9361980382063776e-32], ['trade', 5.674853306408548e-37]]
earn : [['earn', 1.0], ['money-supply', 1.7937075223725383e-24], ['sugar', 2.9443825302541818e-27], ['ship', 2.6961133570801434e-27], ['interest', 4.8749782620706854e-30], ['acq', 1.9931696445896812e-31], ['grain', 7.043138452812587e-33], ['crude', 1.411749165362947e-33], ['money-fx', 4.613585830122196e-39], ['trade', 1.0684195636531937e-41]]
earn : [['earn', 1.0], ['money-supply', 3.1259941146944308e-24], ['ship', 2.725304751613349e-26], ['sugar', 2.614154692992094e-26], ['interest', 6.621693621647365e-29], ['crude', 5.0823496486567785e-30], ['acq', 5.463445819578308e-31], ['grain', 1.7239435343699472e-32], ['money-fx', 2.333827150385319e-37], ['trade', 2.5264185034475393e-40]]
earn : [['earn', 1.0], ['acq', 5.357157443939638e-29], ['money-supply', 2.8706708695612685e-29], ['ship', 6.055197753852932e-30], ['interest', 1.7224311141368599e-32], ['crude', 8.535570614224507e-33], ['sugar', 3.654684078575524e-33], ['grain', 4.0868094598840537e-38], ['money-fx', 1.7354476914039055e-43], ['trade', 1.2842349879667804e-45]]
earn : [['earn', 1.0], ['money-supply', 3.7889025615506838e-28], ['sugar', 7.091585442510727e-31], ['ship', 6.3810073138695535e-31], ['interest', 1.4894908499570989e-33], ['crude', 7.4829191437866e-35], ['acq', 2.204886062088454e-37], ['grain', 4.2684692386294064e-39], ['money-fx', 5.285456993715111e-41], ['trade', 1.907242645582573e-44]]
earn : [['earn', 1.0], ['money-supply', 6.574601097379431e-35], ['sugar', 1.1414136949659852e-36], ['ship', 5.693923165114196e-40], ['interest', 2.582380181452481e-40], ['acq', 1.2159434168011571e-41], ['crude', 5.06079211225304e-44], ['grain', 3.3536670061763554e-51], ['money-fx', 2.4123368615279452e-55], ['trade', 2.9568416521269258e-59]]
earn : [['earn', 1.0], ['money-supply', 4.4475460086467126e-29], ['acq', 5.422016827963667e-31], ['sugar', 1.472881194919236e-31], ['ship', 3.190260719876049e-32], ['crude', 3.4461444964607877e-34], ['interest', 1.9256945662709152e-36], ['grain', 9.263355691371248e-37], ['trade', 2.691930170508234e-44], ['money-fx', 9.34111578894946e-45]]
earn : [['earn', 1.0], ['money-supply', 2.053077083579613e-18], ['interest', 1.2493124767107498e-23], ['ship', 1.1418539544841152e-24], ['sugar', 2.0551166167040425e-25], ['acq', 1.6164606211382177e-29], ['crude', 2.48973559501893e-30], ['grain', 2.405121550534579e-33], ['money-fx', 8.26570001788822e-34], ['trade', 9.347147764974558e-38]]
earn : [['earn', 1.0], ['money-supply', 1.785663249640278e-24], ['sugar', 8.316661481380205e-29], ['interest', 2.385339848965683e-29], ['ship', 5.707413507995135e-31], ['crude', 1.175798384667675e-31], ['acq', 3.6254453840067834e-33], ['grain', 2.0515678295871318e-35], ['money-fx', 3.705463312978659e-39], ['trade', 3.575374418727971e-42]]
earn : [['earn', 1.0], ['money-supply', 1.1793531956947885e-22], ['sugar', 2.7269041911615254e-25], ['ship', 2.2491952630235236e-25], ['interest', 5.427064413027405e-26], ['acq', 6.5420271630421195e-28], ['crude', 7.423400564359005e-29], ['grain', 3.6411419838858754e-33], ['trade', 1.258570972607107e-34], ['money-fx', 8.222520470026796e-35]]
earn : [['earn', 1.0], ['money-supply', 3.033844875209099e-26], ['sugar', 7.719250146126314e-29], ['interest', 7.340844327193861e-29], ['acq', 3.322914539920388e-30], ['ship', 2.804022330384776e-30], ['crude', 5.587570163141053e-31], ['grain', 2.8243430325072866e-34], ['money-fx', 3.6596625937254903e-39], ['trade', 1.2213364453915187e-42]]
earn : [['earn', 1.0], ['money-supply', 1.7759154519473307e-21], ['sugar', 6.519925895954929e-22], ['ship', 1.8082900505681835e-24], ['grain', 3.734479327060679e-29], ['crude', 1.093045919909457e-30], ['interest', 3.536817644539894e-31], ['acq', 3.5837393993884796e-32], ['money-fx', 1.8037991522310526e-38], ['trade', 4.971589061449371e-39]]
earn : [['earn', 0.9999999999999536], ['money-supply', 4.643733930875834e-14], ['ship', 3.9889436435751547e-19], ['interest', 3.3202282181739696e-20], ['acq', 4.472687480858276e-21], ['sugar', 2.8519842270179267e-22], ['crude', 4.955470547305407e-24], ['grain', 1.668319179851171e-25], ['trade', 3.3905688451117243e-26], ['money-fx', 1.1046169957317109e-26]]
earn : [['earn', 1.0], ['money-supply', 3.766352680874573e-21], ['sugar', 1.7068509884241916e-24], ['interest', 1.2736854974195326e-25], ['ship', 1.2566129713178217e-29], ['crude', 3.0408841279295304e-36], ['acq', 2.543745485158288e-36], ['grain', 5.08172198633018e-38], ['money-fx', 1.1068197145107137e-43], ['trade', 5.327526408755342e-46]]
earn : [['earn', 1.0], ['money-supply', 9.634341902896893e-27], ['sugar', 1.8916261090202394e-33], ['ship', 6.268575022943656e-36], ['interest', 3.72585258231549e-38], ['acq', 2.964504425134959e-45], ['crude', 2.1424424181128053e-50], ['grain', 7.578626211133771e-52], ['trade', 1.0892992378319727e-63], ['money-fx', 8.919688302535849e-66]]
earn : [['earn', 1.0], ['money-supply', 7.986495454233217e-22], ['acq', 4.5515995931595893e-23], ['ship', 1.1029004040044366e-26], ['interest', 6.929693342609835e-28], ['sugar', 1.950081671843809e-29], ['crude', 2.826476493351321e-35], ['grain', 1.1375199772975978e-38], ['money-fx', 2.5988504216531612e-46], ['trade', 2.833770099769889e-50]]
earn : [['earn', 1.0], ['money-supply', 2.5855863936752044e-18], ['interest', 4.254005495408547e-24], ['ship', 9.920463870877951e-27], ['sugar', 6.866728012739465e-28], ['acq', 1.4691756822433736e-34], ['crude', 2.4125268965042213e-36], ['grain', 5.034707913152457e-41], ['trade', 2.5459297865691654e-44], ['money-fx', 6.932909823425188e-45]]
earn : [['earn', 1.0], ['money-supply', 1.4532079962948745e-28], ['sugar', 1.1574363771625329e-37], ['ship', 1.9415963311857415e-41], ['interest', 1.5464025072199137e-47], ['crude', 3.43686411457729e-51], ['grain', 1.0689718544639473e-52], ['acq', 5.4692909628457355e-56], ['money-fx', 3.653815898887887e-68], ['trade', 4.830253951043773e-71]]
earn : [['earn', 1.0], ['money-supply', 2.56679334813414e-27], ['sugar', 2.4205077448596632e-30], ['ship', 1.7966927063785695e-31], ['interest', 2.0396820791694216e-34], ['crude', 4.1338175954717857e-38], ['acq', 1.2174829664305838e-40], ['grain', 3.336953385698142e-41], ['money-fx', 1.2562416331819768e-46], ['trade', 1.909284831197149e-49]]
earn : [['earn', 1.0], ['ship', 4.483933002954556e-21], ['acq', 4.481053679019061e-21], ['sugar', 9.919517022820215e-22], ['money-supply', 1.796253621993045e-22], ['interest', 6.038905812844483e-25], ['crude', 2.599915721901292e-25], ['grain', 3.8831015279184567e-28], ['trade', 1.6113983999380232e-32], ['money-fx', 9.111801908155111e-33]]
earn : [['earn', 1.0], ['money-supply', 4.681418165796633e-19], ['ship', 3.6227063395530695e-19], ['sugar', 5.645824401268491e-20], ['interest', 2.3296227291022267e-22], ['acq', 9.731618473097433e-23], ['crude', 6.384018579723958e-25], ['grain', 3.6339813401846397e-25], ['money-fx', 3.8824131129196734e-29], ['trade', 1.2921564163715366e-30]]
earn : [['earn', 1.0], ['money-supply', 1.877832786724582e-33], ['acq', 1.483840515544471e-39], ['interest', 5.897255016074598e-40], ['ship', 5.452844964593832e-40], ['sugar', 1.6390604464663763e-40], ['crude', 4.452679943869329e-43], ['grain', 8.25630751347071e-46], ['money-fx', 2.145531574146184e-52], ['trade', 2.1026212621171908e-54]]
earn : [['earn', 1.0], ['money-supply', 6.2546909473361506e-27], ['sugar', 4.799944419791485e-28], ['interest', 4.9690126732016606e-30], ['ship', 1.753185323385422e-30], ['acq', 1.5849943292794612e-30], ['crude', 4.272167359515767e-35], ['grain', 2.710680474152818e-35], ['money-fx', 3.940146529388757e-40], ['trade', 3.4129538115260406e-42]]
earn : [['earn', 1.0], ['money-supply', 1.0775813543671049e-28], ['interest', 8.200484724036426e-38], ['sugar', 4.895840904363426e-38], ['acq', 4.0519056832473616e-38], ['crude', 9.640266770277866e-39], ['ship', 6.291103612167522e-39], ['grain', 5.5681173100543186e-43], ['money-fx', 2.5060161744709085e-48], ['trade', 8.313057138488074e-50]]
earn : [['earn', 1.0], ['money-supply', 6.329492276415232e-21], ['ship', 7.594645441802453e-26], ['interest', 2.5991866268223988e-27], ['sugar', 2.973280390292789e-28], ['crude', 2.3399674930907155e-29], ['grain', 2.227917542205148e-31], ['acq', 1.1389240962265033e-32], ['money-fx', 9.446466355847878e-36], ['trade', 9.221394315520166e-39]]
earn : [['earn', 1.0], ['money-supply', 7.886885397552608e-26], ['ship', 3.9905035468918234e-26], ['acq', 8.243996060727084e-27], ['sugar', 3.982986889758942e-28], ['interest', 3.180064298575908e-30], ['crude', 6.975130782285718e-33], ['grain', 3.07106531818971e-34], ['money-fx', 1.7856444544898634e-37], ['trade', 1.2048831941504215e-38]]
earn : [['earn', 1.0], ['money-supply', 2.932770482326827e-22], ['ship', 9.907001083228933e-26], ['sugar', 1.9351214529158643e-27], ['acq', 2.9846656366829167e-29], ['interest', 1.8078643243284017e-29], ['crude', 3.4966315951142064e-31], ['grain', 1.9232477129063466e-31], ['money-fx', 4.096733156445139e-39], ['trade', 2.1283721902184594e-42]]
earn : [['earn', 0.9999999999999976], ['money-supply', 2.41743524231892e-15], ['sugar', 6.402417190750028e-18], ['ship', 1.5179819779843951e-19], ['interest', 2.134148600353999e-23], ['grain', 1.9019376399118728e-26], ['crude', 1.0790517747717689e-27], ['acq', 1.7456191702717009e-31], ['money-fx', 2.652538273471052e-33], ['trade', 8.803619327490094e-35]]
earn : [['earn', 0.9999999999999938], ['money-supply', 6.247014168724994e-15], ['interest', 3.74682122631873e-28], ['sugar', 1.334264456802972e-29], ['ship', 1.6736127166058852e-31], ['grain', 7.898861769034446e-34], ['crude', 4.390317664342367e-37], ['money-fx', 7.778732050927499e-39], ['acq', 9.419847810102947e-40], ['trade', 3.2624212842907695e-47]]
earn : [['earn', 1.0], ['money-supply', 4.777763119338657e-27], ['ship', 1.1544297754971163e-34], ['sugar', 1.079937398689493e-34], ['interest', 1.4096046309895403e-39], ['grain', 1.314453185855538e-44], ['acq', 3.3496563926379346e-45], ['crude', 1.9923257641829104e-46], ['money-fx', 1.354388854131735e-52], ['trade', 1.0394455240187002e-55]]
earn : [['earn', 1.0], ['money-supply', 1.538623587329621e-24], ['interest', 3.1458348121606753e-30], ['sugar', 1.5480237848124501e-30], ['ship', 5.436812994561768e-32], ['crude', 2.1806331000379236e-33], ['acq', 1.2047192809468182e-34], ['grain', 9.65614668007295e-36], ['money-fx', 1.7194718840515395e-42], ['trade', 7.1699939761581e-46]]
earn : [['earn', 1.0], ['money-supply', 7.931948300856484e-24], ['ship', 4.2908214922372323e-32], ['sugar', 2.040752987316873e-32], ['interest', 5.110231991484266e-37], ['grain', 1.2971357268167994e-38], ['crude', 5.464809689513051e-42], ['acq', 7.345324358000727e-44], ['trade', 1.381953849674297e-49], ['money-fx', 2.7007688950416704e-50]]
earn : [['earn', 0.9999999999999998], ['money-supply', 1.1993029529122847e-16], ['ship', 1.9067867368220408e-19], ['sugar', 1.3096689209087945e-20], ['interest', 4.66820026177542e-22], ['crude', 6.20317550729915e-26], ['grain', 3.478360458840819e-26], ['acq', 2.4750453935093946e-27], ['money-fx', 1.190325740497255e-29], ['trade', 3.046881267191106e-32]]
earn : [['earn', 1.0], ['money-supply', 5.394188324600463e-23], ['sugar', 2.403765226425919e-27], ['ship', 2.9990966992886423e-28], ['crude', 1.1121139113561745e-28], ['interest', 2.8130429876760512e-30], ['grain', 3.036539465950637e-32], ['acq', 6.943046566466936e-33], ['money-fx', 1.1278852505671913e-38], ['trade', 4.136530787245178e-41]]
earn : [['earn', 1.0], ['money-supply', 1.991345212418951e-18], ['sugar', 3.0590962879890266e-19], ['ship', 2.2481540796943975e-21], ['interest', 4.042075993856652e-24], ['grain', 1.0693142465185586e-26], ['acq', 6.1319623409699936e-27], ['crude', 8.09320740985351e-29], ['money-fx', 1.4706625527051704e-31], ['trade', 5.194424603554662e-34]]
earn : [['earn', 1.0], ['money-supply', 1.059110142137462e-18], ['ship', 1.4840905877364944e-23], ['sugar', 1.48384580096538e-23], ['interest', 2.744611654307393e-25], ['acq', 3.4322312454704515e-27], ['crude', 7.6322009727543795e-28], ['grain', 1.8436556389969446e-28], ['money-fx', 9.302202279662425e-34], ['trade', 8.173012954144967e-35]]
earn : [['earn', 1.0], ['money-supply', 1.7659897635412214e-24], ['ship', 2.5265096679019344e-29], ['sugar', 2.3659996756966496e-31], ['interest', 2.3163895617324453e-33], ['acq', 2.4611819334643586e-37], ['crude', 7.038907801002701e-40], ['grain', 8.371887318105953e-41], ['money-fx', 1.3653353394171924e-46], ['trade', 5.210221099158216e-50]]
earn : [['earn', 0.9999999999999984], ['money-supply', 1.6013308111357637e-15], ['acq', 6.55399530257217e-21], ['sugar', 3.212153214003062e-21], ['ship', 9.838505654776413e-22], ['grain', 3.2255533849855966e-24], ['interest', 2.3433617733194453e-24], ['crude', 1.8287738482677617e-24], ['money-fx', 4.586196279296558e-30], ['trade', 4.882865997093169e-33]]
